timestamp,object_id,length,width,depth,height_above_baseline,distance,centroid_x,centroid_y,point_count
2026-03-21T03:59:07.056278,0,0.1281,0.1281,0.0000,0.9094,0.9400,0.0000,0.0000,9
2026-03-21T03:59:07.056278,1,0.1577,0.1577,0.0000,0.8838,0.8283,0.0000,0.0000,12
2026-03-21T03:59:07.056278,2,0.3789,0.3789,0.0000,0.7943,0.7817,0.0000,0.0000,29
2026-03-21T03:59:07.056278,3,0.2533,0.2533,0.0000,0.0000,1.0630,0.0000,0.0000,15
2026-03-21T03:59:07.056278,4,0.1154,0.1154,0.0000,0.0000,0.3045,0.0000,0.0000,16
2026-03-21T03:59:07.123898,0,0.1437,0.1437,0.0000,0.9180,0.9404,0.0000,0.0000,10
2026-03-21T03:59:07.123898,1,0.6023,0.6023,0.0000,0.8828,0.7827,0.0000,0.0000,44
2026-03-21T03:59:07.123898,2,0.2526,0.2526,0.0000,0.0000,1.0647,0.0000,0.0000,15
2026-03-21T03:59:07.123898,3,0.1163,0.1163,0.0000,0.0000,0.3087,0.0000,0.0000,16
2026-03-21T03:59:07.193957,0,0.1470,0.1470,0.0000,0.9170,0.9410,0.0000,0.0000,10
2026-03-21T03:59:07.193957,1,0.5836,0.5836,0.0000,0.8688,0.7821,0.0000,0.0000,42
2026-03-21T03:59:07.193957,2,0.2732,0.2732,0.0000,0.0000,1.0689,0.0000,0.0000,16
2026-03-21T03:59:07.193957,3,0.1293,0.1293,0.0000,0.0000,0.3083,0.0000,0.0000,16
2026-03-21T03:59:07.263448,0,0.1442,0.1442,0.0000,0.9238,0.9426,0.0000,0.0000,10
2026-03-21T03:59:07.263448,1,0.5858,0.5858,0.0000,0.8628,0.7821,0.0000,0.0000,43
2026-03-21T03:59:07.263448,2,0.2716,0.2716,0.0000,0.0000,1.0684,0.0000,0.0000,16
2026-03-21T03:59:07.263448,3,0.1069,0.1069,0.0000,0.0000,0.3000,0.0000,0.0000,15
2026-03-21T03:59:07.333500,0,0.1429,0.1429,0.0000,0.9238,0.9424,0.0000,0.0000,10
2026-03-21T03:59:07.333500,1,0.5860,0.5860,0.0000,0.8668,0.7820,0.0000,0.0000,42
2026-03-21T03:59:07.333500,2,0.2531,0.2531,0.0000,0.0000,1.0662,0.0000,0.0000,15
2026-03-21T03:59:07.333500,3,0.1180,0.1180,0.0000,0.0000,0.3105,0.0000,0.0000,14
2026-03-21T03:59:07.402544,0,0.1412,0.1412,0.0000,0.9238,0.9415,0.0000,0.0000,10
2026-03-21T03:59:07.402544,1,0.6011,0.6011,0.0000,0.8838,0.7825,0.0000,0.0000,44
2026-03-21T03:59:07.402544,2,0.2518,0.2518,0.0000,0.0000,1.0644,0.0000,0.0000,15
2026-03-21T03:59:07.402544,3,0.1217,0.1217,0.0000,0.0000,0.3076,0.0000,0.0000,16
2026-03-21T03:59:07.472931,0,0.1310,0.1310,0.0000,0.9094,0.9404,0.0000,0.0000,9
2026-03-21T03:59:07.472931,1,0.5879,0.5879,0.0000,0.8658,0.7824,0.0000,0.0000,42
2026-03-21T03:59:07.472931,2,0.2526,0.2526,0.0000,0.0000,1.0641,0.0000,0.0000,15
2026-03-21T03:59:07.472931,3,0.1210,0.1210,0.0000,0.0000,0.3108,0.0000,0.0000,16
2026-03-21T03:59:07.542463,0,0.1709,0.1709,0.0000,0.9238,0.9485,0.0000,0.0000,11
2026-03-21T03:59:07.542463,1,0.5880,0.5880,0.0000,0.8678,0.7823,0.0000,0.0000,42
2026-03-21T03:59:07.542463,2,0.2726,0.2726,0.0000,0.0000,1.0693,0.0000,0.0000,16
2026-03-21T03:59:07.542463,3,0.1247,0.1247,0.0000,0.0000,0.3090,0.0000,0.0000,16
2026-03-21T03:59:07.612127,0,0.1885,0.1885,0.0000,0.9257,0.9455,0.0000,0.0000,12
2026-03-21T03:59:07.612127,1,0.5801,0.5801,0.0000,0.8628,0.7824,0.0000,0.0000,43
2026-03-21T03:59:07.612127,2,0.2521,0.2521,0.0000,0.0000,1.0647,0.0000,0.0000,15
2026-03-21T03:59:07.612127,3,0.1168,0.1168,0.0000,0.0000,0.2993,0.0000,0.0000,16
2026-03-21T03:59:07.681562,0,0.1463,0.1463,0.0000,0.0000,0.9420,0.0000,0.0000,10
2026-03-21T03:59:07.681562,1,0.5816,0.5816,0.0000,0.0000,0.7819,0.0000,0.0000,43
2026-03-21T03:59:07.681562,2,0.2540,0.2540,0.0000,0.0000,1.0662,0.0000,0.0000,15
2026-03-21T03:59:07.681562,3,0.1282,0.1282,0.0000,0.0000,0.3142,0.0000,0.0000,14
2026-03-21T03:59:07.751609,0,0.1411,0.1411,0.0000,0.0000,0.9423,0.0000,0.0000,10
2026-03-21T03:59:07.751609,1,0.1410,0.1410,0.0000,0.0000,0.8248,0.0000,0.0000,11
2026-03-21T03:59:07.751609,2,0.3987,0.3987,0.0000,0.0000,0.7825,0.0000,0.0000,30
2026-03-21T03:59:07.751609,3,0.2528,0.2528,0.0000,0.0000,1.0629,0.0000,0.0000,15
2026-03-21T03:59:07.751609,4,0.1207,0.1207,0.0000,0.0000,0.3069,0.0000,0.0000,16
2026-03-21T03:59:07.820940,0,0.1710,0.1710,0.0000,0.0000,0.9474,0.0000,0.0000,11
2026-03-21T03:59:07.820940,1,0.5934,0.5934,0.0000,0.0000,0.7825,0.0000,0.0000,44
2026-03-21T03:59:07.820940,2,0.2731,0.2731,0.0000,0.0000,1.0683,0.0000,0.0000,16
2026-03-21T03:59:07.820940,3,0.1256,0.1256,0.0000,0.0000,0.3084,0.0000,0.0000,16
2026-03-21T03:59:07.890676,0,0.1422,0.1422,0.0000,0.0000,0.9425,0.0000,0.0000,10
2026-03-21T03:59:07.890676,1,0.5813,0.5813,0.0000,0.0000,0.7816,0.0000,0.0000,42
2026-03-21T03:59:07.890676,2,0.2533,0.2533,0.0000,0.0000,1.0635,0.0000,0.0000,15
2026-03-21T03:59:07.890676,3,0.1276,0.1276,0.0000,0.0000,0.3112,0.0000,0.0000,16
2026-03-21T03:59:07.960560,0,0.1442,0.1442,0.0000,0.0000,0.9428,0.0000,0.0000,10
2026-03-21T03:59:07.960560,1,0.5875,0.5875,0.0000,0.0000,0.7830,0.0000,0.0000,42
2026-03-21T03:59:07.960560,2,0.2523,0.2523,0.0000,0.0000,1.0632,0.0000,0.0000,15
2026-03-21T03:59:07.960560,3,0.0376,0.0376,0.0000,0.0000,0.2663,0.0000,0.0000,7
2026-03-21T03:59:07.960560,4,0.0560,0.0560,0.0000,0.0000,0.3502,0.0000,0.0000,7
2026-03-21T03:59:08.030177,0,0.1681,0.1681,0.0000,0.0000,0.9464,0.0000,0.0000,11
2026-03-21T03:59:08.030177,1,0.1576,0.1576,0.0000,0.0000,0.8292,0.0000,0.0000,12
2026-03-21T03:59:08.030177,2,0.3810,0.3810,0.0000,0.0000,0.7828,0.0000,0.0000,29
2026-03-21T03:59:08.030177,3,0.2725,0.2725,0.0000,0.0000,1.0670,0.0000,0.0000,16
2026-03-21T03:59:08.030177,4,0.1174,0.1174,0.0000,0.0000,0.3123,0.0000,0.0000,16
2026-03-21T03:59:08.099643,0,0.1862,0.1862,0.0000,0.0000,0.9411,0.0000,0.0000,12
2026-03-21T03:59:08.099643,1,0.1404,0.1404,0.0000,0.0000,0.8221,0.0000,0.0000,11
2026-03-21T03:59:08.099643,2,0.3978,0.3978,0.0000,0.0000,0.7826,0.0000,0.0000,30
2026-03-21T03:59:08.099643,3,0.2733,0.2733,0.0000,0.0000,1.0681,0.0000,0.0000,16
2026-03-21T03:59:08.099643,4,0.1283,0.1283,0.0000,0.0000,0.3144,0.0000,0.0000,16
2026-03-21T03:59:08.169642,0,0.1411,0.1411,0.0000,0.0000,0.9410,0.0000,0.0000,10
2026-03-21T03:59:08.169642,1,0.6031,0.6031,0.0000,0.0000,0.7824,0.0000,0.0000,43
2026-03-21T03:59:08.169642,2,0.2733,0.2733,0.0000,0.0000,1.0678,0.0000,0.0000,16
2026-03-21T03:59:08.169642,3,0.1186,0.1186,0.0000,0.0000,0.3085,0.0000,0.0000,14
2026-03-21T03:59:08.238806,0,0.1554,0.1554,0.0000,0.0000,0.9449,0.0000,0.0000,10
2026-03-21T03:59:08.238806,1,0.5849,0.5849,0.0000,0.0000,0.7802,0.0000,0.0000,43
2026-03-21T03:59:08.238806,2,0.2724,0.2724,0.0000,0.0000,1.0674,0.0000,0.0000,16
2026-03-21T03:59:08.238806,3,0.1215,0.1215,0.0000,0.0000,0.3043,0.0000,0.0000,16
2026-03-21T03:59:08.308702,0,0.1323,0.1323,0.0000,0.0000,0.9396,0.0000,0.0000,9
2026-03-21T03:59:08.308702,1,0.6023,0.6023,0.0000,0.0000,0.7830,0.0000,0.0000,43
2026-03-21T03:59:08.308702,2,0.2731,0.2731,0.0000,0.0000,1.0688,0.0000,0.0000,16
2026-03-21T03:59:08.308702,3,0.1195,0.1195,0.0000,0.0000,0.3060,0.0000,0.0000,16
2026-03-21T03:59:08.378735,0,0.1690,0.1690,0.0000,0.0000,0.9465,0.0000,0.0000,11
2026-03-21T03:59:08.378735,1,0.5974,0.5974,0.0000,0.0000,0.7818,0.0000,0.0000,43
2026-03-21T03:59:08.378735,2,0.2533,0.2533,0.0000,0.0000,1.0657,0.0000,0.0000,15
2026-03-21T03:59:08.378735,3,0.1204,0.1204,0.0000,0.0000,0.3107,0.0000,0.0000,16
2026-03-21T03:59:08.447650,0,0.1304,0.1304,0.0000,0.0000,0.9400,0.0000,0.0000,9
2026-03-21T03:59:08.447650,1,0.1407,0.1407,0.0000,0.0000,0.8257,0.0000,0.0000,11
2026-03-21T03:59:08.447650,2,0.3970,0.3970,0.0000,0.0000,0.7823,0.0000,0.0000,30
2026-03-21T03:59:08.447650,3,0.2528,0.2528,0.0000,0.0000,1.0640,0.0000,0.0000,15
2026-03-21T03:59:08.447650,4,0.1219,0.1219,0.0000,0.0000,0.3031,0.0000,0.0000,16
2026-03-21T03:59:08.517847,0,0.1408,0.1408,0.0000,0.0000,0.9414,0.0000,0.0000,10
2026-03-21T03:59:08.517847,1,0.5960,0.5960,0.0000,0.0000,0.7824,0.0000,0.0000,43
2026-03-21T03:59:08.517847,2,0.2728,0.2728,0.0000,0.0000,1.0701,0.0000,0.0000,16
2026-03-21T03:59:08.517847,3,0.1297,0.1297,0.0000,0.0000,0.3099,0.0000,0.0000,14
2026-03-21T03:59:08.587367,0,0.1284,0.1284,0.0000,0.0000,0.9399,0.0000,0.0000,9
2026-03-21T03:59:08.587367,1,0.5858,0.5858,0.0000,0.0000,0.7816,0.0000,0.0000,42
2026-03-21T03:59:08.587367,2,0.2523,0.2523,0.0000,0.0000,1.0663,0.0000,0.0000,15
2026-03-21T03:59:08.587367,3,0.1269,0.1269,0.0000,0.0000,0.3013,0.0000,0.0000,16
2026-03-21T03:59:08.657077,0,0.1421,0.1421,0.0000,0.0000,0.9401,0.0000,0.0000,10
2026-03-21T03:59:08.657077,1,0.5655,0.5655,0.0000,0.0000,0.7814,0.0000,0.0000,41
2026-03-21T03:59:08.657077,2,0.2531,0.2531,0.0000,0.0000,1.0648,0.0000,0.0000,15
2026-03-21T03:59:08.657077,3,0.1237,0.1237,0.0000,0.0000,0.3089,0.0000,0.0000,16
2026-03-21T03:59:08.726812,0,0.1417,0.1417,0.0000,0.0000,0.9427,0.0000,0.0000,10
2026-03-21T03:59:08.726812,1,0.5839,0.5839,0.0000,0.0000,0.7815,0.0000,0.0000,43
2026-03-21T03:59:08.726812,2,0.2731,0.2731,0.0000,0.0000,1.0704,0.0000,0.0000,16
2026-03-21T03:59:08.726812,3,0.1190,0.1190,0.0000,0.0000,0.3077,0.0000,0.0000,16
2026-03-21T03:59:08.796328,0,0.1667,0.1667,0.0000,0.0000,0.9464,0.0000,0.0000,11
2026-03-21T03:59:08.796328,1,0.5830,0.5830,0.0000,0.0000,0.7808,0.0000,0.0000,42
2026-03-21T03:59:08.796328,2,0.2533,0.2533,0.0000,0.0000,1.0646,0.0000,0.0000,15
2026-03-21T03:59:08.796328,3,0.1372,0.1372,0.0000,0.0000,0.3133,0.0000,0.0000,14
2026-03-21T03:59:08.866024,0,0.1439,0.1439,0.0000,0.0000,0.9412,0.0000,0.0000,10
2026-03-21T03:59:08.866024,1,0.6004,0.6004,0.0000,0.0000,0.7818,0.0000,0.0000,43
2026-03-21T03:59:08.866024,2,0.2538,0.2538,0.0000,0.0000,1.0652,0.0000,0.0000,15
2026-03-21T03:59:08.866024,3,0.1270,0.1270,0.0000,0.0000,0.3069,0.0000,0.0000,16
2026-03-21T03:59:08.935965,0,0.1697,0.1697,0.0000,0.0000,0.9470,0.0000,0.0000,11
2026-03-21T03:59:08.935965,1,0.5993,0.5993,0.0000,0.0000,0.7820,0.0000,0.0000,43
2026-03-21T03:59:08.935965,2,0.2540,0.2540,0.0000,0.0000,1.0651,0.0000,0.0000,15
2026-03-21T03:59:08.935965,3,0.1211,0.1211,0.0000,0.0000,0.3059,0.0000,0.0000,16
2026-03-21T03:59:09.005532,0,0.1294,0.1294,0.0000,0.0000,0.9423,0.0000,0.0000,9
2026-03-21T03:59:09.005532,1,0.1410,0.1410,0.0000,0.0000,0.8245,0.0000,0.0000,11
2026-03-21T03:59:09.005532,2,0.3991,0.3991,0.0000,0.0000,0.7828,0.0000,0.0000,30
2026-03-21T03:59:09.005532,3,0.2543,0.2543,0.0000,0.0000,1.0637,0.0000,0.0000,15
2026-03-21T03:59:09.005532,4,0.1160,0.1160,0.0000,0.0000,0.3085,0.0000,0.0000,16
2026-03-21T03:59:09.075783,0,0.1440,0.1440,0.0000,0.0000,0.9410,0.0000,0.0000,10
2026-03-21T03:59:09.075783,1,0.1404,0.1404,0.0000,0.0000,0.8247,0.0000,0.0000,11
2026-03-21T03:59:09.075783,2,0.4038,0.4038,0.0000,0.0000,0.7835,0.0000,0.0000,30
2026-03-21T03:59:09.075783,3,0.2535,0.2535,0.0000,0.0000,1.0642,0.0000,0.0000,15
2026-03-21T03:59:09.075783,4,0.1202,0.1202,0.0000,0.0000,0.3059,0.0000,0.0000,14
2026-03-21T03:59:09.144737,0,0.1421,0.1421,0.0000,0.0000,0.9408,0.0000,0.0000,10
2026-03-21T03:59:09.144737,1,0.5649,0.5649,0.0000,0.0000,0.7809,0.0000,0.0000,41
2026-03-21T03:59:09.144737,2,0.2533,0.2533,0.0000,0.0000,1.0659,0.0000,0.0000,15
2026-03-21T03:59:09.144737,3,0.1245,0.1245,0.0000,0.0000,0.3069,0.0000,0.0000,16
2026-03-21T03:59:09.214543,0,0.1310,0.1310,0.0000,0.0000,0.9384,0.0000,0.0000,9
2026-03-21T03:59:09.214543,1,0.5845,0.5845,0.0000,0.0000,0.7815,0.0000,0.0000,43
2026-03-21T03:59:09.214543,2,0.2718,0.2718,0.0000,0.0000,1.0708,0.0000,0.0000,16
2026-03-21T03:59:09.214543,3,0.1123,0.1123,0.0000,0.0000,0.3046,0.0000,0.0000,14
2026-03-21T03:59:09.284154,0,0.1428,0.1428,0.0000,0.0000,0.9438,0.0000,0.0000,10
2026-03-21T03:59:09.284154,1,0.6013,0.6013,0.0000,0.0000,0.7824,0.0000,0.0000,43
2026-03-21T03:59:09.284154,2,0.2531,0.2531,0.0000,0.0000,1.0640,0.0000,0.0000,15
2026-03-21T03:59:09.284154,3,0.1216,0.1216,0.0000,0.0000,0.3082,0.0000,0.0000,16
2026-03-21T03:59:09.354323,0,0.1326,0.1326,0.0000,0.0000,0.9421,0.0000,0.0000,9
