timestamp,object_id,length_m,width_m,depth_m,height_above_baseline_m,distance_m,centroid_x,centroid_y,point_count
2026-03-21T17:36:18.296048,0,1.1257,1.1257,0.0286,0.8840,0.8760,0.1111,-0.8689,66
2026-03-21T17:36:18.296048,1,0.0431,0.0431,0.0155,0.8687,1.1422,0.7495,-0.8620,3
2026-03-21T17:36:18.296048,2,1.4339,0.0240,1.4339,0.7467,0.7517,0.7513,0.0230,88
2026-03-21T17:36:18.365682,0,1.1208,1.1208,0.0246,0.8802,0.8758,0.1111,-0.8687,66
2026-03-21T17:36:18.365682,1,1.3885,0.0264,1.3885,0.7141,0.7516,0.7515,-0.0099,86
2026-03-21T17:36:18.365682,2,0.0492,0.0016,0.0492,0.7517,1.0466,0.7527,0.7271,3
2026-03-21T17:36:18.434481,0,1.1865,1.1865,0.0316,0.8810,0.8796,0.1388,-0.8685,69
2026-03-21T17:36:18.434481,1,1.4049,0.0250,1.4049,0.7100,0.7513,0.7513,-0.0022,87
2026-03-21T17:36:18.503690,0,1.1008,1.1008,0.0214,0.8779,0.8741,0.1020,-0.8681,65
2026-03-21T17:36:18.503690,1,0.0625,0.0625,0.0477,0.8720,1.1355,0.7450,-0.8569,5
2026-03-21T17:36:18.503690,2,1.3898,0.0247,1.3898,0.7120,0.7523,0.7523,-0.0101,86
2026-03-21T17:36:18.573206,0,1.1909,1.1909,0.0291,0.8800,0.8798,0.1390,-0.8687,69
2026-03-21T17:36:18.573206,1,1.3300,0.0223,1.3300,0.6818,0.7518,0.7517,-0.0099,84
2026-03-21T17:36:18.642100,0,1.1907,1.1907,0.0272,0.8774,0.8791,0.1388,-0.8681,69
2026-03-21T17:36:18.642100,1,1.4354,0.0285,1.4354,0.7377,0.7517,0.7516,-0.0106,88
2026-03-21T17:36:18.712553,0,1.1010,1.1010,0.0203,0.8810,0.8746,0.1021,-0.8686,65
2026-03-21T17:36:18.712553,1,0.0640,0.0640,0.0484,0.8712,1.1357,0.7451,-0.8570,5
2026-03-21T17:36:18.712553,2,1.3630,0.0225,1.3630,0.6990,0.7509,0.7508,0.0146,85
2026-03-21T17:36:18.781537,0,1.1936,1.1936,0.0270,0.8794,0.8792,0.1389,-0.8682,69
2026-03-21T17:36:18.781537,1,1.3590,0.0200,1.3590,0.6852,0.7514,0.7514,-0.0018,85
2026-03-21T17:36:18.851127,0,1.1923,1.1923,0.0275,0.8814,0.8794,0.1390,-0.8683,69
2026-03-21T17:36:18.851127,1,1.3630,0.0223,1.3630,0.6872,0.7516,0.7516,-0.0019,85
2026-03-21T17:36:18.921516,0,1.1980,1.1980,0.0252,3.1149,0.8795,0.1387,-0.8685,69
2026-03-21T17:36:18.921516,1,1.3318,0.0274,1.3318,2.8718,0.7511,0.7508,0.0221,84
2026-03-21T17:36:18.990762,0,1.0764,1.0764,0.0205,3.1112,0.8735,0.0930,-0.8685,64
2026-03-21T17:36:18.990762,1,0.0925,0.0925,0.0429,3.1036,1.1305,0.7345,-0.8594,6
2026-03-21T17:36:18.990762,2,1.3882,0.0313,1.3882,2.9234,0.7511,0.7511,0.0057,86
2026-03-21T17:36:19.059784,0,1.1954,1.1954,0.0524,3.1132,0.8804,0.1480,-0.8679,70
2026-03-21T17:36:19.059784,1,1.4083,0.0236,1.4083,2.9181,0.7514,0.7513,0.0145,87
2026-03-21T17:36:19.130144,0,1.1934,1.1934,0.0259,3.1104,0.8792,0.1388,-0.8682,69
2026-03-21T17:36:19.130144,1,0.0477,0.0077,0.0477,3.0535,1.1072,0.7690,-0.7966,3
2026-03-21T17:36:19.130144,2,1.4359,0.0217,1.4359,2.9214,0.7517,0.7514,0.0229,88
2026-03-21T17:36:19.199368,0,1.1992,1.1992,0.0573,3.1159,0.8811,0.1484,-0.8685,70
2026-03-21T17:36:19.199368,1,1.4117,0.0234,1.4117,2.9449,0.7515,0.7515,-0.0021,87
2026-03-21T17:36:19.269485,0,1.1965,1.1965,0.0537,3.1123,0.8809,0.1480,-0.8684,70
2026-03-21T17:36:19.269485,1,1.3855,0.0280,1.3855,2.9214,0.7515,0.7515,0.0060,86
2026-03-21T17:36:19.339443,0,1.1974,1.1974,0.0239,3.1114,0.8796,0.1390,-0.8686,69
2026-03-21T17:36:19.339443,1,1.4602,0.0281,1.4602,2.9699,0.7521,0.7521,-0.0025,89
2026-03-21T17:36:19.408561,0,1.1245,1.1245,0.0228,3.1142,0.8751,0.1110,-0.8681,66
2026-03-21T17:36:19.408561,1,1.3624,0.0244,1.3624,2.9227,0.7510,0.7510,-0.0018,85
2026-03-21T17:36:19.478710,0,1.1938,1.1938,0.0289,3.1149,0.8797,0.1391,-0.8687,69
2026-03-21T17:36:19.478710,1,1.3108,0.0225,1.3108,2.8975,0.7515,0.7515,-0.0017,83
2026-03-21T17:36:19.548307,0,1.1210,1.1210,0.0200,3.1132,0.8757,0.1111,-0.8687,66
2026-03-21T17:36:19.548307,1,0.0463,0.0463,0.0163,3.1015,1.1399,0.7479,-0.8602,3
2026-03-21T17:36:19.548307,2,1.3384,0.0214,1.3384,2.8955,0.7515,0.7515,0.0062,84
2026-03-21T17:36:19.617824,0,1.1267,1.1267,0.0236,3.1162,0.8763,0.1114,-0.8692,66
2026-03-21T17:36:19.617824,1,1.3563,0.0209,1.3563,2.9174,0.7516,0.7516,-0.0018,85
2026-03-21T17:36:19.617824,2,0.0491,0.0043,0.0491,1.5331,1.0439,0.7508,0.7253,3
2026-03-21T17:36:19.687882,0,1.0997,1.0997,0.0220,3.1142,0.8747,0.1019,-0.8687,65
